OTU,Hit_number,eval,bitscore,%ID,genus,species,hit_def,align_len
ASV_2359,1,1.89663e-53,243,99.19,Not_Found,Not_Found,"Uncultured eukaryote clone ST6000.083 18S ribosomal RNA gene, partial sequence",124
ASV_2359,4,9.82478e-51,233,97.58,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_143, clone 1809F04",124
ASV_2360,1,7.63031e-59,262,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone SGUH508 18S ribosomal RNA gene, partial sequence",131
ASV_2360,2,7.63031e-59,262,100.0,Minorisa,Minorisa minuta,"Minorisa minuta isolate 6C1 18S ribosomal RNA gene, partial sequence",131
ASV_2360,9,4.22394e-43,205,91.6,Minorisa,Not_Found,"Minorisa sp. SRT710 gene for 18S ribosomal RNA, partial sequence",131
ASV_2361,1,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Blastodinium contortum isolate BCO02 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",126
ASV_2362,1,2.69627e-45,212,93.65,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH485 18S ribosomal RNA gene, partial sequence",126
ASV_2363,1,1.59223e-54,247,99.21,Not_Found,species_unassigned,"Uncultured eukaryote clone SGYP855 18S ribosomal RNA gene, partial sequence",126
ASV_2363,7,2.21324e-46,217,94.44,Amoebophrya,species_unassigned,"Amoebophrya sp. ex Karlodinium veneficum 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",126
ASV_2364,1,5.20503e-48,222,95.24,Not_Found,Not_Found,"Uncultured eukaryote clone SGYO697 18S ribosomal RNA gene, partial sequence",126
ASV_2364,15,1.14648e-43,206,93.5,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB525_L07_MLV3_P_41_D",123
ASV_2365,1,1.87729e-47,220,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone Otu0271 small subunit ribosomal RNA gene, partial sequence",110
ASV_2365,4,5.03748e-42,200,92.0,Pseudophyllomitus,Pseudophyllomitus vesiculosus,"Pseudophyllomitus vesiculosus gene for 18S ribosomal RNA, partial sequence, strain: SRT537",125
ASV_2366,1,1.60992e-54,246,100.0,Not_Found,species_unassigned,"Uncultured dinoflagellate clone AA5F15RM1C03 18S ribosomal RNA gene, partial sequence",123
ASV_2366,41,3.78952e-37,182,89.92,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P1-30 small subunit ribosomal RNA gene, partial sequence",129
ASV_2367,1,9.10797e-39,188,90.32,genus_unassigned,species_unassigned,"Uncultured eukaryote isolate CS_E037 18S ribosomal RNA gene, partial sequence",124
